Index,Event.Id,Investigation.Type,Event.Date,Latitude,Longitude,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Year,Make.and.Model
822,20170827X80853,Incident,8/23/17,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2017,Boeing 737
823,20171019X81053,Incident,8/23/17,,,,Unavailable,Unknown,Airplane,Boeing,767,UNK,UNK,Part 121: Air Carrier,Uknown,0,0,0,0,UNK,Unknown,,2017,Boeing 767
824,20170829X95905,Accident,8/26/17,028347N,0077644E,,Fatal,Substantial,Airplane,Boeing,747,4,Turbo Fan,Unknown,Uknown,0,0,0,6,UNK,Unknown,,2017,Boeing 747
825,20170911X20445,Accident,9/3/17,043597N,0883436W,PIONEER,Fatal,Substantial,Airplane,Boeing,A75N1,1,Reciprocating,Part 91: General Aviation,Instructional,0,1,0,1,VMC,Unknown,"The pilots overapplication of the brakes, which resulted in the biplane coming to rest inverted.
",2017,Boeing A75N1
826,20170913X74014,Incident,9/3/17,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2017,Boeing 737
827,20170908X75337,Incident,9/5/17,,,,Unavailable,Unknown,Airplane,Boeing,777,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2017,Boeing 777
828,20171012X92606,Accident,9/5/17,,,,Fatal,Substantial,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,3,0,105,UNK,Unknown,,2017,Boeing 737
829,20170907X71900,Incident,9/6/17,003652N,0115913W,Mc Carran Intl,Fatal,Unknown,Airplane,Boeing,757,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,184,VMC,Unknown,"A No. 1 (left) engine undercowl fire caused by a fuel nozzle installation error during engine overhaul at Delta TechOps. A fuel nozzle b-nut was cross threaded, which allowed fuel to leak on hot engine case surfaces and subsequently ignite.",2017,Boeing 757
830,20171129X73058,Incident,9/6/17,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2017,Boeing 737
831,20191030X74808,Incident,9/11/17,,,Conakry Gbessia International,Unavailable,Minor,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2017,Boeing 737
832,20170913X72254,Accident,9/12/17,003300N,0011800W,Los Angeles International Airp,Fatal,Substantial,Airplane,Boeing,767,2,UNK,Part 129: Foreign,Uknown,0,0,0,140,VMC,Unknown,the B737 flight crew's misjudgment of the clearance between their wingtip and the B767 horizontal stabilizer.,2017,Boeing 767
833,20170920X65528,Accident,9/13/17,,,,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,1,0,UNK,Unknown,,2017,Boeing 737
834,20170920X72001,Incident,9/13/17,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2017,Boeing 737
835,20170920X72340,Incident,9/15/17,,,,Unavailable,Minor,Airplane,Boeing,737,2,Turbo Fan,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2017,Boeing 737
836,20170925X90335,Incident,9/17/17,,,,Fatal,Minor,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,132,UNK,Unknown,,2017,Boeing 737
837,20170921X31237,Incident,9/19/17,,,,Fatal,Minor,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,189,UNK,Unknown,,2017,Boeing 737
838,20171025X23538,Incident,9/19/17,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2017,Boeing 737
839,20170925X95307,Incident,9/23/17,,,,Fatal,Minor,Airplane,Boeing,777,UNK,UNK,NUSC,Uknown,0,0,0,321,UNK,Unknown,,2017,Boeing 777
840,20171005X44145,Accident,9/25/17,422959N,0962515W,,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,172,UNK,Unknown,the flight attendant accidentally pouring hot water on his hand which resulted in a 2nd degree burn.,2017,Boeing 737
841,20171003X20509,Incident,9/28/17,,,,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,142,UNK,Unknown,,2017,Boeing 737
842,20171003X14442,Incident,9/29/17,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2017,Boeing 737
843,20171003X23920,Accident,10/2/17,414711N,0874443W,Chicago Midway International A,Fatal,Substantial,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,84,VMC,Unknown,"the mechanical failure of the tugs fuel governor, which made it difficult for the ramp agent to stop the tug.  Contributing to the accident was the lack of guidance on how ground personnel were to handle vehicle malfunctions.",2017,Boeing 737
844,20171031X94138,Incident,10/13/17,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2017,Boeing 737
845,20171023X42621,Incident,10/14/17,,,,Unavailable,Unknown,Airplane,Boeing,777,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2017,Boeing 777
846,20171015X05250,Accident,10/15/17,021194N,1575513W,Daniel K. Inouye International,Fatal,Unknown,Airplane,Boeing,767,2,Turbo Fan,Part 91: General Aviation,Positioning,0,0,1,11,UNK,Unknown,an inadvertent encounter of clear air turbulence.,2017,Boeing 767
847,20171031X30930,Accident,10/22/17,,,,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,1,0,UNK,Unknown,,2017,Boeing 737
848,20171121X93124,Incident,11/1/17,,,,Fatal,Unknown,Airplane,Boeing,767,2,Turbo Fan,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2017,Boeing 767
849,20171208X45246,Incident,11/11/17,,,,Unavailable,Unknown,Airplane,Boeing,747,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2017,Boeing 747
850,20171114X03707,Incident,11/13/17,,,,Unavailable,Unknown,Airplane,Boeing,777,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2017,Boeing 777
851,20171129X73558,Incident,11/16/17,,,,Unavailable,Minor,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2017,Boeing 737
852,20171127X21550,Incident,11/19/17,,,,Fatal,Minor,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,86,UNK,Unknown,,2017,Boeing 737
853,20180109X22437,Accident,11/19/17,335642N,1182429W,Los Angeles International,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,5,VMC,Unknown,The provisioning agent's lack of situational awareness while stepping from the airplane to the provisioning van.  Contributing to the accident was the provisioning vans failed switch.,2017,Boeing 737
854,20171215X90337,Incident,11/20/17,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2017,Boeing 737
855,20171211X03456,Incident,11/22/17,,,,Fatal,Minor,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,125,UNK,Unknown,,2017,Boeing 737
856,20171201X54033,Incident,11/23/17,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2017,Boeing 737
857,20171128X93434,Accident,11/28/17,404237N,0734951W,John F Kennedy International,Unavailable,Substantial,Airplane,Boeing,777,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2017,Boeing 777
858,20171215X01529,Incident,11/29/17,,,,Unavailable,Minor,Airplane,Boeing,777,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2017,Boeing 777
859,20171201X14308,Incident,11/29/17,334457N,0842323W,,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,169,UNK,Unknown,,2017,Boeing 737
860,20171201X35829,Accident,11/29/17,055850N,0075256W,,Fatal,Unknown,Airplane,Boeing,757,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,157,UNK,Unknown,,2017,Boeing 757
861,20180112X20350,Incident,12/9/17,,,,Unavailable,Minor,Airplane,Boeing,767,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2017,Boeing 767
862,20171219X15432,Incident,12/13/17,,,,Fatal,Minor,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,73,UNK,Unknown,,2017,Boeing 737
863,20180112X92122,Accident,1/5/18,,,,Unavailable,Substantial,Airplane,Boeing,737,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
864,20180112X94839,Incident,1/10/18,,,,Unavailable,Minor,Airplane,Boeing,737,UNK,UNK,NUSN,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
865,20180116X74019,Accident,1/13/18,,,,Unavailable,Substantial,Airplane,Boeing,737,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
866,20180224X51721,Incident,1/17/18,,,,Unavailable,Minor,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
867,20180205X00724,Incident,1/25/18,124413S,0755729W,,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,NUSC,Uknown,0,0,0,99,UNK,Unknown,,2018,Boeing 737
868,20180206X80222,Incident,1/30/18,,,,Unavailable,Unknown,Airplane,Boeing,757,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 757
869,20180410X60612,Incident,2/5/18,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
870,20180416X84245,Incident,2/5/18,,,,Unavailable,Unknown,Airplane,Boeing,717,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 717
871,20180222X04028,Incident,2/5/18,,,,Unavailable,Unknown,Airplane,Boeing,757,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 757
872,20180215X95605,Incident,2/8/18,,,Paris Orly,Unavailable,Unknown,Airplane,Boeing,737,2,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
873,20180213X95634,Incident,2/13/18,021194N,1575513W,Honolulu,Fatal,Minor,Airplane,Boeing,777,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,378,VMC,Unknown,"the fracture of a fan blade due to P&W's continued classification of the TAI inspection process as a new and emerging technology that permitted them to continue accomplishing the inspection without having to develop a formal, defined initial and recurrent training program or an inspector certification program.  The lack of training resulted in the inspector making an incorrect evaluation of an indication that resulted in a blade with a crack being returned to service where it eventually fractured.  

Contributing to the fracture of the fan blade was the lack of feedback from the process engineers on the fan blades the inspectors sent to the process engineers for evaluation of indications that they had found.",2018,Boeing 777
874,20180416X93719,Incident,2/18/18,,,,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,174,UNK,Unknown,,2018,Boeing 737
875,20180308X85451,Incident,3/4/18,,,,Unavailable,Minor,Airplane,Boeing,737,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
876,20180423X51112,Incident,3/27/18,,,,Unavailable,Unknown,Airplane,Boeing,767,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 767
877,20180403X83025,Incident,3/29/18,,,,Fatal,Unknown,Airplane,Boeing,747,4,Turbo Fan,NUSC,Uknown,0,0,0,5,UNK,Unknown,,2018,Boeing 747
878,20180411X35548,Incident,3/29/18,,,,Fatal,Unknown,Airplane,Boeing,757,UNK,UNK,NUSC,Uknown,0,0,0,2,UNK,Unknown,,2018,Boeing 757
879,20180416X00634,Incident,4/5/18,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
880,20180412X60328,Incident,4/6/18,,,,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,173,UNK,Unknown,,2018,Boeing 737
881,20180410X63031,Accident,4/9/18,,,,Unavailable,Substantial,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
882,20180423X65211,Incident,4/11/18,,,,Fatal,Minor,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,6,UNK,Unknown,,2018,Boeing 737
883,20180423X34356,Incident,4/12/18,,,,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,48,UNK,Unknown,,2018,Boeing 737
884,20180417X23642,Accident,4/17/18,395219N,0751424W,Philadelphia,Fatal,Substantial,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,1,125,8,6,VMC,Unknown,"A low-cycle fatigue crack in the dovetail of fan blade No. 13, which resulted in the fan blade separating in flight and impacting the engine fan case at a location that was critical to the structural integrity and performance of the fan cowl structure. This impact led to the in-flight separation of fan cowl components, including the inboard fan cowl aft latch keeper, which struck the fuselage near a cabin window and caused the window to depart from the airplane, the cabin to rapidly depressurize, and the passenger fatality.",2018,Boeing 737
885,20180423X20443,Incident,4/18/18,,,,Fatal,Unknown,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,0,46,UNK,Unknown,,2018,Boeing 737
886,20180423X42758,Incident,4/18/18,,,,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,115,UNK,Unknown,,2018,Boeing 737
887,20180501X82728,Incident,4/28/18,,,Perth,Unavailable,Unknown,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
888,20180501X75143,Incident,4/29/18,,,Jalauddin Airport,Unavailable,Minor,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
889,20180509X10112,Accident,4/30/18,,,,Unavailable,Substantial,Airplane,Boeing,737,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
890,20190501X01506,Incident,4/30/18,,,,Fatal,Unknown,Airplane,Boeing,777,UNK,UNK,NUSC,Uknown,0,0,0,352,UNK,Unknown,,2018,Boeing 777
891,20180507X25023,Incident,5/2/18,,,,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,5,UNK,Unknown,,2018,Boeing 737
892,20180507X44134,Incident,5/3/18,,,,Fatal,Unknown,Airplane,Boeing,767,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,181,UNK,Unknown,,2018,Boeing 767
893,20180511X94802,Incident,5/4/18,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
894,20180508X93619,Incident,5/5/18,132325S,0007531W,,Unavailable,Unknown,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
895,20180507X00658,Accident,5/7/18,391045N,0076402W,Baltimore/Thurgood Marshall In,Fatal,Substantial,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,179,VMC,Unknown,The maintenance truck driver's failure to give way to the airplane that resulted in the truck colliding with the taxiing aircraft.,2018,Boeing 737
896,20180509X84221,Incident,5/8/18,,,,Unavailable,Minor,Airplane,Boeing,767,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 767
897,20180519X00340,Accident,5/18/18,,,Havana-José Martí Internationa,Fatal,Destroyed,Airplane,Boeing,737,UNK,Turbo Fan,NUSC,Uknown,112,0,1,0,UNK,Unknown,,2018,Boeing 737
898,20180529X13624,Incident,5/24/18,,,,Unavailable,Minor,Airplane,Boeing,767,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 767
899,2.02E+13,Incident,6/10/18,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
900,20180611X85348,Accident,6/10/18,332029N,0973252W,,Fatal,Unknown,Airplane,Boeing,777,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,7,1,261,UNK,Unknown,the passengers failure to comply with the fasten seatbelt sign when the airplane encountered convective turbulence.,2018,Boeing 777
901,20180618X41609,Accident,6/10/18,,,,Fatal,Substantial,Airplane,Boeing,737,2,UNK,Part 121: Air Carrier,Uknown,0,0,0,173,UNK,Unknown,,2018,Boeing 737
902,20180618X30834,Accident,6/11/18,452230N,0012694E,,Fatal,Unknown,Airplane,Boeing,787,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,1,1,290,UNK,Unknown,"the accidental tipping over of a beverage service cart, when there was no turbulence, which caused pots of hot water to burn two flight attendants.",2018,Boeing 787
903,20180613X94510,Incident,6/12/18,,,,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,106,UNK,Unknown,,2018,Boeing 737
904,20180613X62240,Accident,6/12/18,331537N,0112015W,Phoenix Sky Harbor Internation,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,5,UNK,Unknown,a passenger bumping into a flight attendant who was holding a hot liquid.,2018,Boeing 737
905,20180622X92612,Incident,6/21/18,415327N,0087379W,,Fatal,Unknown,Airplane,Boeing,747,UNK,UNK,NUSC,Uknown,0,0,0,4,IMC,Unknown,,2018,Boeing 747
906,20180627X53405,Incident,6/26/18,,,,Fatal,Minor,Airplane,Boeing,737,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,157,UNK,Unknown,,2018,Boeing 737
907,20180711X40923,Incident,6/29/18,,,,Fatal,Minor,Airplane,Boeing,777,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,16,UNK,Unknown,,2018,Boeing 777
908,20180719X63032,Incident,7/3/18,,,,Fatal,Unknown,Airplane,Boeing,737,2,UNK,Part 121: Air Carrier,Uknown,0,0,0,3,UNK,Unknown,,2018,Boeing 737
909,20180713X41207,Incident,7/11/18,,,,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,34,UNK,Unknown,,2018,Boeing 737
910,20180716X10108,Incident,7/13/18,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
911,20180719X65328,Accident,7/16/18,,,,Fatal,Substantial,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,142,UNK,Unknown,,2018,Boeing 737
912,20180820X65029,Accident,7/16/18,,,,Fatal,Substantial,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,71,UNK,Unknown,,2018,Boeing 737
913,20180727X04921,Accident,7/27/18,043441N,0704924W,Portsmouth Intl At Pease,Fatal,Substantial,Airplane,Boeing,767,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,250,VMC,Unknown,an improper landing flare technique and the lack of the appropriate bounced landing recovery procedure.,2018,Boeing 767
914,20180810X45019,Incident,7/28/18,,,,Unavailable,Minor,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
915,20180816X41010,Accident,7/31/18,395228N,0751433W,Philadelphia Int'l,Fatal,Substantial,Airplane,Boeing,757,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,181,VMC,Unknown,"The captain's improper control of the airplane during the landing flare.
 ",2018,Boeing 757
916,20180806X53930,Incident,8/1/18,,,,Unavailable,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 135: Air Taxi & Commuter,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
917,20180905X20152,Incident,8/8/18,,,,Unavailable,Unknown,Airplane,Boeing,777,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 777
918,2.02E+13,Accident,8/9/18,,,Atatürk International Airport,Unavailable,Substantial,Airplane,Boeing,787,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 787
919,20180822X63135,Incident,8/15/18,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
920,20180816X71632,Accident,8/16/18,,,,Unavailable,Minor,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
921,20180904X20845,Incident,8/18/18,,,,Unavailable,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
922,20180904X15812,Incident,8/20/18,,,,Unavailable,Unknown,Airplane,Boeing,737,2,Turbo Fan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
923,20180828X94249,Accident,8/24/18,395227N,0751432W,Philadelphia International,Fatal,Unknown,Airplane,Boeing,757,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,177,UNK,Unknown,The ground service employee's inadvertent fall near the nose wheel during pushback.,2018,Boeing 757
924,20180922X70352,Incident,8/30/18,,,Hong Kong,Fatal,Minor,Airplane,Boeing,747,UNK,UNK,Part 121: Air Carrier,Uknown,0,0,0,3,UNK,Unknown,,2018,Boeing 747
925,20180901X54734,Accident,9/1/18,,,,Fatal,Substantial,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,6,0,166,UNK,Unknown,,2018,Boeing 737
926,20180911X02418,Accident,9/1/18,383132N,0775135W,Culpeper Rgnl,Fatal,Substantial,Airplane,Boeing,B75N1,1,Reciprocating,Part 91: General Aviation,Instructional,0,0,0,2,VMC,Unknown,"The pilot's failure to maintain directional control during the landing roll, which resulted in a ground-loop.

",2018,Boeing B75N1
927,20180907X10419,Accident,9/6/18,040452N,0735958W,,Fatal,Unknown,Airplane,Boeing,757,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,112,UNK,Unknown,,2018,Boeing 757
928,20180913X21320,Incident,9/6/18,033450N,0842325W,,Unavailable,Minor,Airplane,Boeing,757,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 757
929,20181010X05635,Incident,9/10/18,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
930,20180922X71035,Accident,9/11/18,332626N,0111508W,Phoenix Sky Harbor Intl,Fatal,Unknown,Airplane,Boeing,737,2,UNK,Part 121: Air Carrier,Uknown,0,0,1,2,VMC,Unknown,an inadvertent encounter with wake turbulence.,2018,Boeing 737
931,20181016X82218,Incident,9/12/18,,,Belgrade,Unavailable,Minor,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
932,20180922X70818,Incident,9/16/18,,,,Fatal,Minor,Airplane,Boeing,747,UNK,UNK,NUSC,Uknown,0,0,0,2,UNK,Unknown,,2018,Boeing 747
933,20181016X81128,Incident,9/20/18,,,,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,173,UNK,Unknown,,2018,Boeing 737
934,20181009X10416,Accident,9/24/18,404133N,0074107W,Newark Liberty Intl,Fatal,Unknown,Airplane,Boeing,757,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,176,UNK,Unknown,the catering cart striking the flight attendant's foot.,2018,Boeing 757
935,20181016X81715,Incident,9/26/18,,,,Fatal,Minor,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,173,UNK,Unknown,,2018,Boeing 737
936,20180928X51314,Accident,9/28/18,072723N,1515014E,Chuuk/Weno International Airpo,Fatal,Substantial,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,1,11,4,31,UNK,Unknown,,2018,Boeing 737
937,20181010X02800,Incident,9/28/18,,,,Unavailable,Unknown,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
938,20181016X82658,Incident,10/2/18,,,,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,1,0,179,UNK,Unknown,,2018,Boeing 737
939,20190215X54426,Incident,10/8/18,,,,Fatal,Minor,Airplane,Boeing,747,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,116,UNK,Unknown,,2018,Boeing 747
940,20181017X62045,Incident,10/9/18,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
941,20181012X11804,Accident,10/11/18,037200N,0121540W,,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,121,VMC,Unknown,,2018,Boeing 737
942,20181015X45430,Incident,10/11/18,,,,Unavailable,Unknown,Airplane,Boeing,787,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 787
943,20181015X12601,Accident,10/12/18,,,,Unavailable,Substantial,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
944,20181024X42126,Incident,10/12/18,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
945,20181204X80629,Incident,10/12/18,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
946,20181016X60635,Accident,10/15/18,404236N,0073572W,,Fatal,Unknown,Airplane,Boeing,737,2,UNK,Part 121: Air Carrier,Uknown,0,0,1,142,IMC,Unknown,,2018,Boeing 737
947,20190813X53645,Incident,10/15/18,,,,Fatal,Unknown,Airplane,Boeing,777,UNK,UNK,NUSC,Uknown,0,0,1,0,UNK,Unknown,,2018,Boeing 777
948,20190130X05148,Incident,10/16/18,,,,Unavailable,Unknown,Airplane,Boeing,747,UNK,UNK,Part 121: Air Carrier,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 747
949,20181126X51959,Incident,10/19/18,,,Don Mueang,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
950,20181026X33829,Incident,10/20/18,,,,Fatal,Unknown,Airplane,Boeing,787,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,207,UNK,Unknown,,2018,Boeing 787
951,20181029X04746,Accident,10/29/18,,,,Fatal,Destroyed,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,188,0,0,0,UNK,Unknown,,2018,Boeing 737
952,20181109X13756,Accident,11/5/18,,,,Unavailable,Minor,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Boeing 737
