,Event.Id,Investigation.Type,Event.Date,Latitude,Longitude,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status
86092,20200715X05658,Accident,2020-07-14,663435N,1451518W,,Fatal,Substantial,Airplane,Air Tractor,At802,1,Turbo Prop,Part 137: Agricultural,Firefighting,0.0,0.0,0.0,1.0,VMC,Unknown,
86093,20200715X22441,Accident,2020-07-14,030315N,0095336W,David Wayne Hooks Memorial,Fatal,Substantial,Airplane,Beech,95 55,2,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,Excessive wear of the left brake liners which reduced brake effectiveness resulting in a runway excursion.
86098,20200728X34409,Accident,2020-07-14,,,,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,UNK,0.0,0.0,1.0,116.0,UNK,Unknown,
86101,20200716X71613,Accident,2020-07-15,353340N,0761355W,Whitfield's East,Fatal,Substantial,Airplane,Air Tractor,At502,1,Turbo Prop,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to maintain directional during landing on a wet grass runway.
86106,20200811X75847,Incident,2020-07-16,,,,Unavailable,Unknown,Airplane,Hawker Siddeley,Hs125,2,Turbo Fan,NUSN,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86112,20200729X45803,Accident,2020-07-17,451834N,0924124W,L O Simenstad Municipal Arpt,Fatal,Substantial,Airplane,Cessna,120,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,The pilots did not maintain directional control of the airplane during landing.
86116,20200719X23732,Accident,2020-07-18,323950N,0097539W,ARLINGTON MUNI,Fatal,Substantial,Airplane,Cessna,140,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's failure to maintain directional control during a forced landing with a quartering tailwind, following a partial loss of engine power due to carburetor icing."
86123,20200814X53733,Incident,2020-07-19,,,,Unavailable,Unknown,Airplane,Boeing,737,2,Turbo Fan,NUSC,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86127,20200721X00448,Accident,2020-07-20,041392N,0951910W,,Fatal,Substantial,Airplane,Rockwell,S2R,1,UNK,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,Unknown,
86136,20200721X85220,Accident,2020-07-21,453329N,0931552W,Cambridge Muncipal,Fatal,Substantial,Airplane,Cessna,180,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,The pilot's loss of directional control while landing a tailwheel airplane with a slight left quartering a tailwind. Contributing to the accident was the flight instructor's delayed remedial action.
86139,20200722X01318,Accident,2020-07-22,030349N,0953312W,David Wayne Hooks Memorial,Fatal,Substantial,Airplane,Rockwell,112,1,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot did not maintain control of the airplane during the landing and subsequent go around.
86142,20200722X32649,Accident,2020-07-22,345122N,0092452W,,Fatal,Substantial,Airplane,Stearman,N2S 3,UNK,UNK,Part 91: General Aviation,Banner Tow,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's failure to adequately monitor his fuel quantity during flight, which resulted in fuel exhaustion and a total loss of engine power."
86144,20200724X75230,Accident,2020-07-22,,,,Unavailable,Substantial,Airplane,Boeing,777,UNK,UNK,Part 129: Foreign,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86145,20200727X90424,Incident,2020-07-22,,,,Fatal,Minor,Airplane,Cessna,441,UNK,UNK,Unknown,UNK,0.0,0.0,0.0,8.0,UNK,Unknown,
86148,20200814X13121,Incident,2020-07-23,313850N,0106257E,Abraham Gonzales Intl Airport,Unavailable,Unknown,Airplane,Embraer,Erj190,2,Turbo Fan,NUSC,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86149,20200730X82601,Accident,2020-07-23,,,,Unavailable,Destroyed,Airplane,Piper,Pa28Rt,UNK,UNK,NUSN,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86150,20200724X30720,Accident,2020-07-24,175722N,0066174W,,Fatal,Substantial,Airplane,Cessna,177Rg,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,
86155,20200914X31949,Incident,2020-07-24,351251N,0804840W,Charlotte International,Fatal,Minor,Airplane,Bombardier,Cl-600-2D24,2,UNK,Part 121: Air Carrier,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86157,20200725X12606,Accident,2020-07-25,291953N,0982751W,STINSON MUNI,Fatal,Destroyed,Airplane,Piper,Pa28,1,Reciprocating,Part 91: General Aviation,Business,1.0,0.0,2.0,0.0,UNK,Unknown,
86159,20200725X60143,Accident,2020-07-25,404450N,1014236W,,Fatal,Substantial,Airplane,Air Tractor,At502,1,Turbo Prop,Part 137: Agricultural,Aerial Application,1.0,0.0,0.0,0.0,VMC,Unknown,
86163,20200820X70856,Accident,2020-07-25,213111N,0872236W,,Fatal,Substantial,Airplane,Cessna,208,UNK,UNK,NUSN,UNK,0.0,0.0,0.0,7.0,UNK,Unknown,
86164,20200810X95615,Accident,2020-07-25,462510N,0075227E,,Fatal,Destroyed,Airplane,Cessna,172,UNK,UNK,NUSN,UNK,4.0,0.0,0.0,0.0,UNK,Unknown,
86169,20200727X31809,Accident,2020-07-27,405453N,0824724W,,Fatal,Substantial,Airplane,Air Tractor,At 602,1,Turbo Prop,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to maintain clearance while attempting to fly under power lines during an aerial application pass.
86170,20200727X35400,Accident,2020-07-27,432542N,0981440W,,Fatal,Substantial,Airplane,Cessna,A188,UNK,UNK,Part 137: Agricultural,Aerial Application,1.0,0.0,0.0,0.0,VMC,Unknown,
86171,20200727X40311,Accident,2020-07-27,391758N,1021615W,Burlington,Fatal,Substantial,Airplane,Air Tractor,At 401,1,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,1.0,0.0,0.0,VMC,Unknown,The pilots failure to maintain clearance from guy-wires during low-altitude agricultural operations.
86177,20200806X61423,Accident,2020-07-27,423611N,0971513W,HARTINGTON MUNI/ BUD BECKER FL,Fatal,Substantial,Airplane,Cessna,A188,1,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's failure to ensure that the engine oil cap was installed before takeoff, which resulted in the oil obscuring the pilots view through the windshield and necessitated a forced landing on unsuitable terrain. Contributing to the accident were the pilots complacency and self-induced pressure to complete the flight.

"
86180,20200729X63244,Incident,2020-07-28,,,,Fatal,Minor,Airplane,Boeing,737,UNK,UNK,NUSC,UNK,0.0,0.0,0.0,3.0,UNK,Unknown,
86181,20200730X54532,Accident,2020-07-28,,,,Fatal,Unknown,Airplane,Cessna,140,UNK,UNK,NUSN,UNK,1.0,1.0,0.0,0.0,UNK,Unknown,
86182,20200729X52602,Accident,2020-07-29,375512N,1143224W,,Fatal,Destroyed,Airplane,American Eurocopter,As350,UNK,UNK,Part 91: General Aviation,Business,2.0,0.0,0.0,0.0,VMC,Unknown,
86186,20200803X00644,Accident,2020-07-29,,,,Unavailable,Substantial,Airplane,Rans,S12,UNK,UNK,NUSN,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86188,20200730X63728,Accident,2020-07-30,452324N,1113329W,,Fatal,Substantial,Airplane,Cessna,337,2,Reciprocating,Part 91: General Aviation,Business,1.0,0.0,2.0,0.0,VMC,Unknown,
86189,20200730X91205,Accident,2020-07-30,372142N,1143359W,Mesquite,Fatal,Destroyed,Airplane,Air Tractor,At802,UNK,UNK,Public Use,Firefighting,2.0,0.0,0.0,0.0,VMC,Unknown,
86191,20200804X04510,Accident,2020-07-30,022118S,0071312W,,Fatal,Destroyed,Airplane,Cessna,R172,UNK,UNK,NUSN,UNK,1.0,2.0,0.0,0.0,UNK,Unknown,
86192,20200731X11938,Accident,2020-07-31,602944N,0015111W,,Fatal,Destroyed,Airplane,De Havilland,Dhc-2,UNK,UNK,Part 135: Air Taxi & Commuter,UNK,7.0,0.0,0.0,0.0,VMC,Unknown,
86195,20200803X22344,Accident,2020-07-31,402349N,0921054W,,Fatal,Substantial,Airplane,Cessna,A188,1,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,1.0,0.0,0.0,VMC,Unknown,"The pilot did not remove the rudder gust lock during the preflight inspection, which resulted in a forced landing and collision with a tree."
86196,20200801X13330,Accident,2020-08-01,335733N,0801956W,,Fatal,Substantial,Airplane,Piper,Pa31,2,UNK,Part 91: General Aviation,Aerial Observation,0.0,2.0,0.0,0.0,UNK,Unknown,
86203,20200802X32032,Accident,2020-08-02,331042N,0086470W,Shelby County,Fatal,Substantial,Airplane,Piper,Pa 30,2,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,
86206,20200810X33437,Accident,2020-08-02,,,,Unavailable,Unknown,Airplane,Cessna,172,UNK,UNK,Unknown,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86215,20200807X45731,Accident,2020-08-03,355340N,0091733W,PRI,Fatal,Substantial,Airplane,Grumman,G164,1,Turbo Prop,Part 137: Agricultural,Aerial Application,0.0,1.0,0.0,0.0,VMC,Unknown,
86218,20200813X10609,Accident,2020-08-04,,,,Fatal,Destroyed,Airplane,Rans,S6,UNK,UNK,NUSN,UNK,1.0,0.0,0.0,0.0,UNK,Unknown,
86219,20200805X00027,Accident,2020-08-05,603447N,1511439W,Kenai Muni,Fatal,Substantial,Airplane,Cessna,180,1,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,5.0,VMC,Unknown,"The pilots improper decision to place a passenger and baggage in the rear baggage compartment, which resulted in an aft center of gravity, an increase in directional instability, and affected the pilots ability to maintain directional control, resulting in a ground loop during the landing roll."
86220,20200805X64619,Accident,2020-08-05,444138N,0692254W,,Fatal,Substantial,Airplane,Piper,Pa28,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,2.0,0.0,0.0,VMC,Unknown,
86221,20200805X73335,Accident,2020-08-05,025452N,0008098W,,Fatal,Substantial,Airplane,Piper,Pa25,1,UNK,Part 91: General Aviation,Banner Tow,0.0,0.0,0.0,1.0,VMC,Unknown,
86227,20200812X83136,Accident,2020-08-06,363952N,0882222W,Kyle-Oakley Field,Fatal,Substantial,Airplane,Beech,36,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilots failure to maintain control of the airplane during the simulated power off landing, and the flight instructor's delayed remedial action, which resulted in a loss of control and the airplanes left wing striking the ground."
86228,20200821X55619,Accident,2020-08-06,333332N,0861457W,St Clair County,Fatal,Substantial,Airplane,Wag Aero,Cubby,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,1.0,0.0,1.0,VMC,Unknown,"The flight instructors inadequate remedial action following the student pilots loss of directional control during landing, which resulted in a runway excursion and subsequent nose over."
86231,20200807X61858,Accident,2020-08-07,,,,Unavailable,Destroyed,Airplane,Boeing,737,UNK,UNK,NUSC,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86236,20200903X24051,Accident,2020-08-08,415018N,0008849W,,Fatal,Substantial,Airplane,Canadair,Cl215 1A10,2,Reciprocating,NUSN,Firefighting,1.0,0.0,1.0,0.0,UNK,Unknown,
86237,20200808X40610,Accident,2020-08-08,393428N,0104518W,Centennial Airport,Fatal,Substantial,Airplane,Piper,Pa28R,UNK,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,"The flight instructor did not maintain a proper approach path and landing flare during a landing with a tailwind, which resulted in a hard landing and damaged landing gear. During the subsequent landing with damaged landing gear, the flight instructor lost directional control which resulted in a runway excursion and collision with objects."
86241,20200817X23651,Accident,2020-08-08,393448N,1045138W,Centennial Airport,Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,The student pilot misjudged the landing flare which resulted in a loss of control and a hard bounced landing.
86243,20200820X90318,Accident,2020-08-08,,,,Fatal,Substantial,Airplane,Hawker,Sea Fury,UNK,UNK,NUSN,UNK,0.0,0.0,0.0,2.0,UNK,Unknown,
86246,20200809X60612,Accident,2020-08-09,361239N,1151140W,North Las Vegas,Fatal,Substantial,Airplane,Evektor Aerotechnik,Sportstar,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,The student pilot's inadequate decision to make a premature turn onto a taxiway which resulted in a collision with a taxiway sign.
86248,20201117102295,Accident,2020-08-09,,,,Fatal,Substantial,Airplane,Vans,Rv7,UNK,UNK,NUSN,UNK,0.0,0.0,0.0,1.0,UNK,Unknown,
86249,20200811X05401,Accident,2020-08-10,042482N,1105728W,,Fatal,Substantial,Airplane,Aviat,A-1C-200,1,Reciprocating,Part 91: General Aviation,Flight Test,0.0,0.0,1.0,0.0,VMC,Unknown,"The pilots inability to regain airplane control after a pilot-induced spin conducted during a flight test, which resulted in a collision with terrain. "
86264,20200815X64854,Accident,2020-08-14,332846N,0096553W,,Fatal,Substantial,Airplane,Czech Sport,Sportcruiser,UNK,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,2.0,0.0,VMC,Unknown,
86273,20200816X62854,Accident,2020-08-16,045477N,0094123W,Private,Fatal,Substantial,Airplane,Grumman,G164,1,Turbo Prop,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot did not maintain control of the airplane during the landing.
86283,20200831X24128,Accident,2020-08-17,032739N,0081128W,Savannah Hilton Head Intl,Fatal,Substantial,Airplane,Cessna,182,1,Reciprocating,Part 91: General Aviation,Other Work Use,0.0,0.0,0.0,1.0,UNK,Unknown,"The pilot's inadequate flare, resulting in a hard landing."
86284,20200818X51852,Accident,2020-08-18,415137N,1033939W,,Fatal,Substantial,Airplane,Grumman,G164,1,Turbo Prop,Part 137: Agricultural,Aerial Application,0.0,1.0,0.0,0.0,VMC,Unknown,"The pilots loss of visual reference during agricultural low-level flight, resulting in collision with power lines."
86285,20200818X95925,Accident,2020-08-18,041213N,0072127W,Groton-New London Airport,Fatal,Substantial,Airplane,Piper,Pa34,2,Reciprocating,Part 91: General Aviation,Instructional,0.0,2.0,0.0,0.0,VMC,Unknown,
86286,20200819X75811,Accident,2020-08-18,621915N,0150535W,Talkeetna Airport,Fatal,Substantial,Airplane,Piper,Pa 20,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilots failure to maintain directional control during the landing roll, which resulted in a ground-loop."
86289,20200828X63550,Accident,2020-08-18,334118N,0112457W,Phoenix Deer Valley,Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's improper pitch attitude and landing flare, which resulted in a hard landing. Contributing to the accident was the flight instructors delayed remedial action."
86290,20200906X81438,Accident,2020-08-18,413725N,0098577W,Evelyn Sharp Field Airport,Fatal,Substantial,Airplane,Piper,Pa36,1,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,Unknown,
86291,20200915X45814,Accident,2020-08-18,034824N,1173859W,Cable Airport,Fatal,Substantial,Airplane,Piper,Pa28,UNK,UNK,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,
86293,20200819X80407,Accident,2020-08-19,475355N,1243632W,,Fatal,Substantial,Airplane,Cessna,150,1,Reciprocating,Unknown,UNK,0.0,0.0,1.0,0.0,UNK,Unknown,
86295,20200819X92718,Accident,2020-08-19,452540N,1225635W,Starks Twin Oaks Airport,Fatal,Substantial,Airplane,Mooney,M20C,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,3.0,VMC,Unknown,"The pilots failure to maintain altitude on short final due to an encounter with a down draft and the flight instructor's delayed remedial action. 
"
86299,20200826X34514,Accident,2020-08-19,033589N,1181422W,,Fatal,Substantial,Airplane,Boeing,767,2,Turbo Fan,Part 121: Air Carrier,UNK,0.0,0.0,1.0,1.0,UNK,Unknown,
86300,20201008102115,Accident,2020-08-19,,,,Unavailable,Substantial,Airplane,Cessna,F172,UNK,UNK,NUSN,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86301,20201227102456,Accident,2020-08-19,,,,Fatal,Substantial,Airplane,Cessna,F-172,UNK,UNK,NUSN,UNK,0.0,3.0,1.0,0.0,UNK,Unknown,
86304,20200820X81853,Accident,2020-08-20,332013N,0903453W,LESTER FIELD,Fatal,Substantial,Airplane,Air Tractor,At602,1,Turbo Prop,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,Unknown,
86305,20200820X85853,Accident,2020-08-20,421135N,0089519W,Chicago/Rockford Intl,Fatal,Destroyed,Airplane,Beech,200,2,Turbo Prop,Part 91: General Aviation,Positioning,1.0,0.0,0.0,0.0,VMC,Unknown,
86306,20200828X31911,Accident,2020-08-20,315958N,1102136W,Benson Muni,Fatal,Substantial,Airplane,Diamond,Da 40,1,UNK,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,
86307,20210204102601,Accident,2020-08-20,,,,Unavailable,Substantial,Airplane,Cessna,150,UNK,UNK,NUSN,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86308,20200821X24852,Accident,2020-08-21,032139N,0962353W,C DAVID CAMPBELL FIELD-CORSICA,Fatal,Substantial,Airplane,Piper,Pa28,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,The student pilot did not maintain control of the airplane during the takeoff roll.
86311,20200821X74853,Accident,2020-08-21,,,,Fatal,Substantial,Airplane,Air Tractor,At802,UNK,Turbo Prop,Part 137: Agricultural,Aerial Application,1.0,0.0,0.0,0.0,VMC,Unknown,
86312,20201123102319,Incident,2020-08-21,485744N,0022618E,ParisLe Bourget Airport,Unavailable,Unknown,Airplane,Raytheon,Hawker,2,UNK,NUSN,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86321,20200901X71756,Accident,2020-08-22,681950N,1581428W,,Fatal,Substantial,Airplane,Cessna,180,1,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,2.0,VMC,Unknown,The pilot's failure to maintain an airspeed conducive to flight during takeoff.
86322,20200824X01445,Accident,2020-08-24,394051N,1195248W,Reno/Stead,Fatal,Substantial,Airplane,Northrop,F5,2,Turbo Jet,Part 91: General Aviation,Business,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to complete the pre-landing checklist due to a distraction which resulted in a gear-up landing.
86325,20200824X42853,Accident,2020-08-24,030820N,0092200W,AJ Patrol Airport,Fatal,Substantial,Airplane,Cessna,R182,1,Reciprocating,Part 91: General Aviation,Aerial Observation,0.0,0.0,0.0,1.0,VMC,Unknown,"The failure of the No. 4 cylinder exhaust valve that resulted in a partial loss of engine power. Based on available evidence, the reason for the failed valve was not determined."
86328,20200824X70655,Accident,2020-08-24,036728N,0864041W,NASHVILLE INTL,Fatal,Substantial,Airplane,Beech,55,2,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's inadvertent feathering of the propellers during the landing flare, which resulted in a hard landing. A factor in the accident was the instructor's failure to fully monitor the pilot's manipulation of the levers in the airplane's non-standard throttle quadrant."
86329,20200825X13853,Accident,2020-08-24,004173N,1014817W,Ogallala Searle Field,Fatal,Substantial,Airplane,Grumman,G164,1,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,Unknown,
86330,20200831X04752,Accident,2020-08-24,041413N,0812323W,Lake County Executive,Fatal,Substantial,Airplane,Cessna,152,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,The student pilots improper landing flare that resulted in a porpoise and collapsed nose landing gear.
86332,20200831X25908,Incident,2020-08-24,,,,Unavailable,Unknown,Airplane,Boeing,737,2,UNK,Part 121: Air Carrier,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86340,20200828X65512,Incident,2020-08-26,,,,Fatal,Minor,Airplane,Dougals,Dc3,UNK,UNK,NUSC,UNK,0.0,0.0,0.0,3.0,UNK,Unknown,
86341,20200831X42058,Accident,2020-08-26,261458S,0282354E,,Fatal,Substantial,Airplane,Cessna,172,UNK,Reciprocating,NUSC,UNK,1.0,0.0,1.0,0.0,UNK,Unknown,
86344,20200827X15154,Accident,2020-08-27,644842N,1475528W,Chena Marina,Fatal,Substantial,Airplane,Cessna,A185,UNK,UNK,Part 135: Air Taxi & Commuter,UNK,2.0,0.0,2.0,0.0,VMC,Unknown,
86346,20200827X25843,Accident,2020-08-27,002616N,0804537W,,Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,
86348,20200827X65516,Accident,2020-08-27,039590N,1044216W,Van Aire Airport,Fatal,Substantial,Airplane,Jewett,Sc-360,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,1.0,0.0,1.0,VMC,Unknown,The pilots excessive application of wheel brakes during the landing roll that caused the airplane to nose over.
86351,20200828X12131,Accident,2020-08-28,,,,Fatal,Substantial,Airplane,Boeing,767,2,Turbo Fan,Part 121: Air Carrier,UNK,0.0,0.0,0.0,66.0,UNK,Unknown,
86352,20200828X11258,Accident,2020-08-28,255940N,0801015W,,Fatal,Destroyed,Airplane,Rockwell,500,2,Reciprocating,Part 91: General Aviation,Business,2.0,0.0,0.0,0.0,VMC,Unknown,
86353,20200828X62708,Accident,2020-08-28,355610N,0112753W,Grand Canyon National Park Apt,Fatal,Substantial,Airplane,Cessna,Tu206,1,Reciprocating,Part 91: General Aviation,Skydiving,0.0,1.0,0.0,0.0,VMC,Unknown,
86354,20200831X81753,Accident,2020-08-28,038823N,0078278W,Charlottesville-Albemarle,Fatal,Substantial,Airplane,Tecnam,P92,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,"The student pilots improper landing flare, which resulted in a hard, bounced landing and a nose landing gear collapse."
86356,20200914X20314,Accident,2020-08-28,005428S,0424134W,,Fatal,Destroyed,Airplane,Beech,35,UNK,UNK,NUSN,UNK,1.0,0.0,0.0,0.0,UNK,Unknown,
86358,20200831X31013,Accident,2020-08-29,,,,Fatal,Substantial,Airplane,Boeing,737,UNK,UNK,NUSC,UNK,0.0,0.0,0.0,76.0,UNK,Unknown,
86362,20200831X75141,Accident,2020-08-30,391731N,0075488W,MASSEY AERODROME,Fatal,Substantial,Airplane,Cessna,182,1,Reciprocating,Part 91: General Aviation,Glider Tow,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilots misidentification of a corn field for the destination airports runway, and a subsequent aerodynamic stall at low altitude while attempting to land."
86363,20200903X02733,Accident,2020-08-30,,,,Fatal,Destroyed,Airplane,Commander,114,UNK,UNK,NUSN,UNK,4.0,0.0,0.0,0.0,UNK,Unknown,
86364,20200909X50828,Accident,2020-08-30,613350N,1561340W,,Fatal,Substantial,Airplane,Cessna,A185,1,Reciprocating,Part 135: Air Taxi & Commuter,Business,0.0,0.0,0.0,3.0,VMC,Unknown,"The pilots loss of control during the landing flare, which resulted in an impact with trees."
86367,20200831X21334,Accident,2020-08-31,403314N,0124758W,ROHNERVILLE,Fatal,Substantial,Airplane,Beech,C90A,2,Turbo Prop,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,3.0,VMC,Unknown,A collision with a deer while landing at night.
86375,20200903X00132,Accident,2020-09-03,321143N,0832833W,,Fatal,Substantial,Airplane,Thrush,S2R-H80,1,Turbo Prop,Part 91: General Aviation,Aerial Application,0.0,0.0,1.0,0.0,VMC,Unknown,The pilot's failure to maintain clearance from an antenna tower while maneuvering during an agricultural application flight while flying directly toward the sun.
86377,20200903X13700,Accident,2020-09-03,352811N,0973111W,,Fatal,Substantial,Airplane,Cessna,340,2,Reciprocating,Part 91: General Aviation,UNK,0.0,0.0,0.0,1.0,UNK,Unknown,
86388,20200908X14648,Accident,2020-09-05,331842N,0844611W,Newnan Coweta County,Fatal,Substantial,Airplane,Aviat,Aa 1,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,
86391,20210210102619,Accident,2020-09-05,029322N,0098289W,San Antonio International Airp,Fatal,Substantial,Airplane,Swearingen,Sa227,2,UNK,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,1.0,VMC,Unknown,
86397,20200908X03800,Accident,2020-09-07,361523N,1131351W,Grand Canyon Bar Ten Airstrip,Fatal,Substantial,Airplane,Cessna,208,1,Turbo Prop,Part 135: Air Taxi & Commuter,Other Work Use,0.0,0.0,0.0,8.0,VMC,Unknown,"The pilots loss of directional control during landing, which resulted in a runway excursion and impact with terrain.  "
86401,20200915X42025,Accident,2020-09-07,394035N,0753611W,New Castle Airport,Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,"The student pilots improper landing flare, which resulted in a hard bounced landing."
86404,20200909X85922,Incident,2020-09-08,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86405,20200910X15331,Accident,2020-09-08,475418N,0122610W,Harvey Field,Fatal,Substantial,Airplane,Cessna,152,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,"The solo student pilot's improper landing flare, which resulted in a bounced landing and his subsequent improper go-around, which resulted in an impact with terrain.  "
86409,20200923X52320,Incident,2020-09-10,,,,Fatal,Minor,Airplane,Bombardier,Cl600 2D24,UNK,UNK,NUSC,UNK,0.0,0.0,0.0,23.0,UNK,Unknown,
86412,20200914X45455,Accident,2020-09-10,652350N,1475046W,,Fatal,Substantial,Airplane,Helio,H 295,1,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilots decision to initiate a right turn immediately after departure and his failure to maintain a proper crosswind correction, which resulted in a collision with terrain. "
86413,20200915X34450,Accident,2020-09-10,302341N,0862813W,,Fatal,Substantial,Airplane,Piper,Pa25,1,Reciprocating,Part 91: General Aviation,Banner Tow,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to manage the available fuel supply which resulted in fuel starvation and a total loss of engine power.
86417,20200922X14935,Incident,2020-09-10,,,,Fatal,Minor,Airplane,Piper,Pa28R,UNK,UNK,NUSN,UNK,0.0,0.0,0.0,1.0,UNK,Unknown,
86418,20210624103327,Incident,2020-09-10,,,,Fatal,Unknown,Airplane,Champion,8Kcab,UNK,UNK,NUSN,UNK,0.0,0.0,0.0,2.0,UNK,Unknown,
86419,20210630103389,Incident,2020-09-10,,,,Fatal,Unknown,Airplane,Bellanca,8Kcab,UNK,UNK,NUSC,UNK,0.0,0.0,0.0,2.0,UNK,Unknown,
86423,20200911X75746,Accident,2020-09-11,385729N,1122147W,Fillmore Muni,Fatal,Substantial,Airplane,Diamond,Da20,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,"The student pilot's improper landing flare and delayed remedial action to abort the landing, which resulted in a loss of aircraft control, runway excursion and impact with terrain. "
